iter	Logloss
184	0.08229907853
185	0.0819335302
186	0.08159924981
187	0.08113730314
188	0.08080165748
189	0.0804782922
190	0.0801082428
191	0.07979218509
192	0.07938625958
193	0.07911400926
194	0.07885696474
195	0.07859024345
196	0.07827170507
197	0.07796149685
198	0.07769874818
199	0.07735237221
200	0.07706420988
201	0.07677743197
202	0.07639588371
203	0.07605126856
204	0.07574666716
205	0.07553337198
206	0.07523093964
207	0.0749639799
208	0.07464165464
209	0.07434451445
210	0.07416098507
211	0.07393004917
212	0.07370720001
213	0.07345900904
214	0.07316860483
215	0.07292784406
216	0.07277863452
217	0.07251237556
218	0.07225057865
219	0.07192528598
220	0.07157545876
221	0.07134390335
222	0.07108200322
223	0.07079244725
224	0.07056205781
225	0.07031016751
226	0.07004765192
227	0.06985936024
228	0.06953408526
229	0.06926463058
230	0.0690733596
231	0.06889155921
232	0.0686539129
233	0.0684112341
234	0.06808173484
235	0.06786149678
236	0.06758406598
237	0.06733532009
238	0.06705945944
239	0.06688404527
240	0.06666494498
241	0.06643381498
242	0.06609256493
243	0.06585299277
244	0.06566017118
245	0.06549690034
246	0.06517730909
247	0.06493752313
248	0.06461061988
249	0.06435994086
250	0.06404634483
251	0.06378107127
252	0.06350005095
253	0.06317866939
254	0.06300111918
255	0.06272581589
256	0.0625503589
257	0.06225830061
258	0.06192756112
259	0.06168454711
260	0.06148508697
261	0.06121616232
262	0.06097486308
263	0.06068147845
264	0.06041755172
265	0.06014291489
266	0.05995516413
267	0.05979367482
268	0.05958633032
269	0.05938168015
270	0.05920323861
271	0.05904189724
272	0.05889765714
273	0.05873011081
274	0.05848112462
275	0.05826009441
276	0.05806896363
277	0.05793192724
278	0.05771234017
279	0.0574930057
280	0.05733621542
281	0.05717004539
282	0.05690981812
283	0.0566061372
284	0.05644494665
285	0.05627844085
286	0.05607397079
287	0.05581628281
288	0.05565782637
289	0.05551252218
290	0.05527840469
291	0.05509496804
292	0.05496501421
293	0.05475830731
294	0.05455864799
295	0.0543496521
296	0.05416041962
297	0.05401571569
298	0.05384084189
299	0.05360732081
300	0.05340929484
301	0.05317992756
302	0.05294532368
303	0.05275593431
304	0.05255576401
305	0.05237713837
306	0.05216933908
307	0.05197641437
308	0.05181998447
309	0.0516605454
310	0.05143027819
311	0.0512034553
312	0.05104252682
313	0.05086766368
314	0.05064358879
315	0.05051337152
316	0.0504032505
317	0.05027513331
318	0.05016291372
319	0.05004836112
320	0.04987713571
321	0.04969437427
322	0.04955402637
323	0.04939261378
324	0.04923357981
325	0.04902717457
326	0.04886551499
327	0.04872586979
328	0.04861004121
329	0.04848627113
330	0.04829328032
331	0.04812949526
332	0.04797580804
333	0.04775777625
334	0.04757107317
335	0.04745403166
336	0.04723856013
337	0.04702754562
338	0.04682452467
339	0.04673841159
340	0.0465895737
341	0.04645284469
342	0.04630289463
343	0.04616651483
344	0.045983771
345	0.04585990943
346	0.04570162489
347	0.04557962293
348	0.04545311117
349	0.04530071202
350	0.04513315982
351	0.04497988702
352	0.04483378656
353	0.04465571232
354	0.04448024578
355	0.04434017542
356	0.0441960019
357	0.04410198861
358	0.04398659039
359	0.04383182758
360	0.04371815033
361	0.04361405851
362	0.04343946574
363	0.04328382649
364	0.04318144204
365	0.04308417713
366	0.04293150849
367	0.04281815471
368	0.04266555494
369	0.04256284884
370	0.04244099875
371	0.04233751013
372	0.04227269111
373	0.04212349489
374	0.04204347112
375	0.04190456265
376	0.04177388851
377	0.04160230706
378	0.04151683715
379	0.04136206604
380	0.04124745014
381	0.04110897122
382	0.04099845272
383	0.04086630286
384	0.0407264796
385	0.04057560564
386	0.04044039646
387	0.04035540244
388	0.0402217589
389	0.04005649478
390	0.03994648036
391	0.03978011227
392	0.03952187808
393	0.03939997595
394	0.0392533827
395	0.039133581
396	0.03896787094
397	0.03887375194
398	0.03876113636
399	0.03866859427
400	0.03856609128
401	0.03846041859
402	0.03833399248
403	0.03825029893
404	0.03813304277
405	0.03801325575
406	0.03792845324
407	0.03783520088
408	0.03772384653
409	0.03763796985
410	0.03749959212
411	0.03738214689
412	0.03727602706
413	0.03721473085
414	0.03712273463
415	0.0370292399
416	0.03695032092
417	0.03682829097
418	0.03668423746
419	0.03659316979
420	0.03647948155
421	0.03636124809
422	0.03623459146
423	0.03615324135
424	0.03604602185
425	0.03599321287
426	0.03589673297
427	0.03578050806
428	0.03569136246
429	0.03552575813
430	0.03545751146
431	0.0353667762
432	0.03525792588
433	0.035161945
434	0.035029028
435	0.03499097222
436	0.03480766425
437	0.03472229736
438	0.03465050277
439	0.0345700118
440	0.03450712652
441	0.03443255336
442	0.03428818175
443	0.03418588136
444	0.03410449322
445	0.03395921618
446	0.03385881522
447	0.03373662974
448	0.03365030238
449	0.03351358795
450	0.03339336988
451	0.03332776694
452	0.03321714748
453	0.03301148699
454	0.03289757324
455	0.03278873002
456	0.03270422308
457	0.03259756322
458	0.03248958787
459	0.03238967666
460	0.03225830119
461	0.03217146766
462	0.03202890766
463	0.03194883767
464	0.03182781557
465	0.03172098411
466	0.03163772013
467	0.03156352992
468	0.03146150401
469	0.0313930788
470	0.03134655939
471	0.03128979945
472	0.03121414366
473	0.03112430298
474	0.03105741675
475	0.03101108942
476	0.03093549752
477	0.03085601796
478	0.03077556202
479	0.03067383178
480	0.03057215775
481	0.03048401389
482	0.0304011389
483	0.03034489066
484	0.03025567684
485	0.03014102597
486	0.03006382131
487	0.02995510752
488	0.02991999993
489	0.02978955977
490	0.02968660003
491	0.02960305311
492	0.02948830658
493	0.02939967544
494	0.02930793536
495	0.02922495224
496	0.02914820901
497	0.02906574893
498	0.02895779188
499	0.02888599457
500	0.02883228948
501	0.02872535313
502	0.02865365431
503	0.02855346323
504	0.02848866115
505	0.02839741061
506	0.02831495117
507	0.02821132011
508	0.0281318106
509	0.0280313417
510	0.0279002668
511	0.02780798635
512	0.02771996421
513	0.02765076338
514	0.02760043664
515	0.02751023838
516	0.02742503708
517	0.02732326963
518	0.02721530688
519	0.02716406806
520	0.02707155335
521	0.02700071247
522	0.0269012908
523	0.02679982592
524	0.02672054487
525	0.02667657212
526	0.02658796508
527	0.02645300562
528	0.02636356615
529	0.02626597641
530	0.02622348389
531	0.02617202644
532	0.02607782977
533	0.0259542356
534	0.02586688808
535	0.02578737011
536	0.02575014875
537	0.02566697224
538	0.02561769901
539	0.02555001873
540	0.02548519547
541	0.02540885595
542	0.02538320545
543	0.02533417746
544	0.02527183488
545	0.02520180343
546	0.02509889465
547	0.02497351974
548	0.02490454602
549	0.02483006287
550	0.02474195807
551	0.02465154711
552	0.0245852877
553	0.02448722167
554	0.0244090906
555	0.02429559848
556	0.02425732999
557	0.02421647721
558	0.02408731255
559	0.02399162251
560	0.02393534835
561	0.02387775969
562	0.02378771228
563	0.02371450224
564	0.02364826131
565	0.02360633252
566	0.02355926743
567	0.02349834112
568	0.02341337104
569	0.02337742647
570	0.02331102036
571	0.02323823663
572	0.02318299262
573	0.0231489734
574	0.02307567213
575	0.02301300598
576	0.02293554265
577	0.02286619333
578	0.0228116472
579	0.02274848304
580	0.02268809824
581	0.02256361038
582	0.02250215715
583	0.02244735099
584	0.02239210988
585	0.02233292799
586	0.02228426858
587	0.02220235249
588	0.02214928467
589	0.02205488748
590	0.02200589316
591	0.02192760531
592	0.02189712956
593	0.02183082758
594	0.02178068477
595	0.02173267277
596	0.02166738163
597	0.02156730274
598	0.02151526709
599	0.02144393213
600	0.02136667403
601	0.02132349354
602	0.02124454035
603	0.0211714845
604	0.02113718459
605	0.02105917163
606	0.02100820718
607	0.02095428965
608	0.02091371004
609	0.02085993957
610	0.02077799278
611	0.02074289995
612	0.02067894337
613	0.02062950639
614	0.0205486547
615	0.02049851001
616	0.02045071588
617	0.02040919253
618	0.02036624472
619	0.0202855184
620	0.02022076599
621	0.02015474784
622	0.0200898887
623	0.02005656312
624	0.0199748623
625	0.01992292089
626	0.01986365494
627	0.01980533085
628	0.01977130005
629	0.01972401178
630	0.01961514862
631	0.01954351123
632	0.0194969953
633	0.01941966703
634	0.01936648562
635	0.01931966759
636	0.01927066269
637	0.01924388367
638	0.01921348474
639	0.01916323121
640	0.01912560351
641	0.01908818675
642	0.0190405016
643	0.01899742978
644	0.01892506201
645	0.01888218033
646	0.0188285189
647	0.01877428989
648	0.01869906537
649	0.01862836181
650	0.01858572999
651	0.01852382057
652	0.01846806491
653	0.01840845125
654	0.01834762272
655	0.01831366281
656	0.0182629929
657	0.01821012298
658	0.01813257169
659	0.0180960988
660	0.01806813257
661	0.0180243343
662	0.01795268479
663	0.01790143343
664	0.01788957089
665	0.01783482994
666	0.01775695403
667	0.01773293367
668	0.01769770467
669	0.01763247064
670	0.01759938464
671	0.01754050232
672	0.01748587944
673	0.01739754821
674	0.01733375152
675	0.01727999327
676	0.01723221648
677	0.01720051948
678	0.01716300257
679	0.01710762787
680	0.01708547751
681	0.01707147982
682	0.01702684259
683	0.0169795298
684	0.016924916
685	0.01686657074
686	0.01681218461
687	0.01676667879
688	0.01673621174
689	0.01669633892
690	0.01667664096
691	0.01663541015
692	0.01659745165
693	0.01656374794
694	0.0165102754
695	0.01647514295
696	0.01638138747
697	0.01633827095
698	0.01630040914
699	0.01623180386
700	0.01619138053
701	0.01613205708
702	0.01608070678
703	0.01605343576
704	0.01602816353
705	0.01598974779
706	0.01593686099
707	0.01592456183
708	0.01588971038
709	0.01582658248
710	0.01578192033
711	0.01572562821
712	0.01569072281
713	0.01565931275
714	0.01562608717
715	0.01558171769
716	0.01551439461
717	0.01546530414
718	0.01544255499
719	0.01541308245
720	0.01538116611
721	0.01535595158
722	0.01532080125
723	0.015275851
724	0.01522415893
725	0.0151926116
726	0.01513170742
727	0.01510647151
728	0.01505650249
729	0.0150324637
730	0.01499194695
731	0.01496219109
732	0.01492740499
733	0.01490178908
734	0.01487247278
735	0.01484101634
736	0.01481248232
737	0.01477883215
738	0.0147570043
739	0.01469375929
740	0.0146621318
741	0.01461253493
742	0.01456070889
743	0.01453774975
744	0.0145155223
745	0.0144827877
746	0.01444270354
747	0.01441919307
748	0.01436988498
749	0.01432324883
750	0.01428543079
751	0.01424605707
752	0.01424087407
753	0.0142219041
754	0.01417491328
755	0.01414919391
756	0.01411883257
757	0.01410477738
758	0.01407378276
759	0.01403172549
760	0.01398871892
761	0.01390674936
762	0.01388829973
763	0.01382401494
764	0.01379509066
765	0.01375398919
766	0.01371895384
767	0.01367841074
768	0.01365897534
769	0.01362510877
770	0.01359043035
771	0.01354339419
772	0.01352535229
773	0.0134901661
774	0.01344549924
775	0.01341799653
776	0.01337014586
777	0.01333246766
778	0.01327975022
779	0.01325187399
780	0.01321871254
781	0.01318862693
782	0.01314654938
783	0.01310057581
784	0.01306848602
785	0.01304800231
786	0.01300957912
787	0.01297883347
788	0.0129374921
789	0.0128887542
790	0.01284087307
791	0.01283270108
792	0.0128125902
793	0.01279299809
794	0.01276674609
795	0.01272523012
796	0.01271097158
797	0.01267516434
798	0.01263886585
799	0.01261302753
800	0.01255192293
801	0.01254235887
802	0.0125118992
803	0.01248843646
804	0.01247559894
805	0.01245196385
806	0.0124090664
807	0.01237858016
808	0.01235345474
809	0.01233456836
810	0.0123138341
811	0.01227868042
812	0.01224055714
813	0.01218120222
814	0.01216044604
815	0.01212117687
816	0.01209247179
817	0.01206599944
818	0.0120505134
819	0.01202712885
820	0.01201041052
821	0.01200708106
822	0.0119892008
823	0.01195012466
824	0.01192673752
825	0.01189088152
826	0.01186286032
827	0.01183722488
828	0.01179551136
829	0.01176786901
830	0.01174586635
831	0.01169546166
832	0.01166602853
833	0.01163864409
834	0.0116135608
835	0.01159588894
836	0.01157788235
837	0.01154046398
838	0.01149608105
839	0.0114762653
840	0.01143545731
841	0.01141525698
842	0.01138731984
843	0.01137292172
844	0.01135140484
845	0.01132179792
846	0.01128124033
847	0.01124865869
848	0.01122552338
849	0.01120140347
850	0.01117571783
851	0.01114911083
852	0.01112589125
853	0.01110027309
854	0.0110851045
855	0.01105178599
856	0.01101848052
857	0.01099901795
858	0.01098358435
859	0.01096312515
860	0.01094993226
861	0.01093778968
862	0.01092264411
863	0.01089474637
864	0.01086257997
865	0.01083206499
866	0.01081596444
867	0.01077838882
868	0.01075785778
869	0.01073812657
870	0.0107123536
871	0.0107007954
872	0.01067949048
873	0.010665125
874	0.01064763123
875	0.01063061129
876	0.01062190954
877	0.0105772605
878	0.01055604319
879	0.01053993063
880	0.01051967007
881	0.01051070932
882	0.01047067097
883	0.01044927612
884	0.010426084
885	0.01040895064
886	0.0103787383
887	0.01036224436
888	0.01032723087
889	0.01030116257
890	0.01028866374
891	0.01026692698
892	0.01024250012
893	0.0102146312
894	0.0101744524
895	0.01014620299
896	0.01012456088
897	0.01010191982
898	0.01008505175
899	0.01005876971
900	0.01004025043
901	0.01001816309
902	0.01000022786
903	0.009989798282
904	0.009977102792
905	0.009956884227
906	0.009945907481
907	0.009898167634
908	0.0098743085
909	0.009853081838
910	0.009828457907
911	0.009806140863
912	0.00977760445
913	0.009754460674
914	0.009741305486
915	0.009727265113
916	0.009707581155
917	0.009681839802
918	0.009659442317
919	0.009638793076
920	0.00962155756
921	0.009607623987
922	0.009577677411
923	0.00956293568
924	0.009541768699
925	0.009514625855
926	0.009493176718
927	0.009473280051
928	0.009454454987
929	0.009446115766
930	0.009427246658
931	0.009412518173
932	0.009394480508
933	0.00937132328
934	0.009353384698
935	0.009327787426
936	0.009314562246
937	0.009296751289
938	0.00927203845
939	0.009245257997
940	0.009222184282
941	0.009203963407
942	0.009185664005
943	0.009176522498
944	0.009144398573
945	0.00912264502
946	0.009113843097
947	0.009105356925
948	0.009095879863
949	0.009080915657
950	0.009060865348
951	0.009042560551
952	0.009031999936
953	0.009023767103
954	0.009001457707
955	0.008987973929
956	0.008965225184
957	0.008948104388
958	0.008928756326
959	0.008916508924
960	0.008879375717
961	0.008865275664
962	0.008858641188
963	0.008826167642
964	0.008817710082
965	0.008809608425
966	0.008794654599
967	0.008780437231
968	0.008760895784
969	0.008743431308
970	0.008720462001
971	0.008691457218
972	0.008669892338
973	0.00865142188
974	0.008638557588
975	0.008625410799
976	0.008618271353
977	0.008601976537
978	0.008589899098
979	0.008570716082
980	0.008560058297
981	0.008549299517
982	0.0085309067
983	0.008501400361
984	0.008486279987
985	0.0084584323
986	0.008434924017
987	0.008423999441
988	0.008401816441
989	0.008373900264
990	0.008352515658
991	0.008342317229
992	0.008334717743
993	0.008321833921
994	0.008302456428
995	0.008292723911
996	0.008268882394
997	0.008252215764
998	0.008246704447
999	0.008226538258
